PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
1,-0.0007783346,0.0002354252,0.0000000000,-239.3004769254,72.8699971462,0,0,0,0
2,-0.0007669508,0.0002354291,0.0000000000,-235.8004777767,72.8711903630,0,0,0,0
3,-0.0007669508,0.0002354291,0.0000000000,-235.8004777767,72.8711903630,0,0,0,0
4,-0.0007220230,0.0003973750,0.0000000000,-221.9872736540,122.9973018673,0,0,0,0
5,-0.0007220230,0.0003973750,0.0000000000,-221.9872736540,122.9973018673,0,0,0,0
6,-0.0007312394,0.0004040124,0.0000000000,-224.8208561949,125.0517616560,0,0,0,0
7,-0.0007312394,0.0004040124,0.0000000000,-224.8208561949,125.0517616560,0,0,0,0
8,-0.0007670129,0.0004152213,0.0000000000,-235.8194621187,128.5211873564,0,0,0,0
9,-0.0007670129,0.0004152213,0.0000000000,-235.8194621187,128.5211873564,0,0,0,0
10,-0.0007783968,0.0004152174,0.0000000000,-239.3194618728,128.5199930252,0,0,0,0
11,-0.0007783968,0.0004152174,0.0000000000,-239.3194618728,128.5199930252,0,0,0,0
12,-0.0007783346,0.0002354252,0.0000000000,-239.3004769254,72.8699971462,0,0,0,0
13,-0.0007783346,0.0002354252,0.0000000000,-239.3004769254,72.8699971462,0,0,0,0
14,-0.0007783346,0.0002354252,0.0000000000,-239.3004769254,72.8699971462,0,0,0,0
15,0.0000817783,0.0004044363,0.0000000000,25.1428891024,125.1827347943,0,0,0,0
16,0.0000821354,0.0005018110,0.0000000000,25.2526656067,155.3225347097,0,0,0,0
17,0.0000821354,0.0005018110,0.0000000000,25.2526656067,155.3225347097,0,0,0,0
18,0.0000479839,0.0005019346,0.0000000000,14.7527350799,155.3607785992,0,0,0,0
19,0.0000479839,0.0005019346,0.0000000000,14.7527350799,155.3607785992,0,0,0,0
20,0.0000366001,0.0005019757,0.0000000000,11.2527582391,155.3735256504,0,0,0,0
21,0.0000366001,0.0005019757,0.0000000000,11.2527582391,155.3735256504,0,0,0,0
22,-0.0000423895,0.0004761818,0.0000000000,-13.0327137299,147.3896737694,0,0,0,0
23,-0.0000423895,0.0004761818,0.0000000000,-13.0327137299,147.3896737694,0,0,0,0
24,-0.0000457962,0.0004649121,0.0000000000,-14.0801347699,143.9014348807,0,0,0,0
