ID,LID,Width,Color,type,LinkID
164,165,0.1,0.1,1,0
165,166,0.1,0.1,1,0
166,167,0.1,0.1,1,0
167,168,0.1,0.1,1,0
168,169,0.1,0.1,1,0
169,170,0.1,0.1,1,0
170,171,0.1,0.1,1,0
171,172,0.1,0.1,1,0
172,173,0.1,0.1,1,0
173,174,0.1,0.1,1,0
174,175,0.1,0.1,1,0
175,176,0.1,0.1,1,0
176,177,0.1,0.1,1,0
177,178,0.1,0.1,1,0
178,179,0.1,0.1,1,0
179,180,0.1,0.1,1,0
180,181,0.1,0.1,1,0
181,182,0.1,0.1,1,0
182,183,0.1,0.1,1,0
183,184,0.1,0.1,1,0
184,185,0.1,0.1,1,0
185,186,0.1,0.1,1,0
186,187,0.1,0.1,1,0
187,188,0.1,0.1,1,0
188,189,0.1,0.1,1,0
189,190,0.1,0.1,1,0
190,191,0.1,0.1,1,0
191,192,0.1,0.1,1,0
192,193,0.1,0.1,1,0
193,194,0.1,0.1,1,0
194,195,0.1,0.1,1,0
195,196,0.1,0.1,1,0
196,197,0.1,0.1,1,0
197,198,0.1,0.1,1,0
198,199,0.1,0.1,1,0
199,200,0.1,0.1,1,0
200,201,0.1,0.1,1,0
201,202,0.1,0.1,1,0
202,203,0.1,0.1,1,0
203,204,0.1,0.1,1,0
204,205,0.1,0.1,1,0
205,206,0.1,0.1,1,0
206,207,0.1,0.1,1,0
207,208,0.1,0.1,1,0
208,209,0.1,0.1,1,0
209,210,0.1,0.1,1,0
210,211,0.1,0.1,1,0
211,212,0.1,0.1,1,0
212,213,0.1,0.1,1,0
213,214,0.1,0.1,1,0
214,215,0.1,0.1,1,0
215,216,0.1,0.1,1,0
216,217,0.1,0.1,1,0
217,218,0.1,0.1,1,0
218,219,0.1,0.1,1,0
219,220,0.1,0.1,1,0
220,221,0.1,0.1,1,0
221,222,0.1,0.1,1,0
222,223,0.1,0.1,1,0
223,224,0.1,0.1,1,0
224,225,0.1,0.1,1,0
225,226,0.1,0.1,1,0
226,227,0.1,0.1,1,0
227,228,0.1,0.1,1,0
228,229,0.1,0.1,1,0
229,230,0.1,0.1,1,0
230,231,0.1,0.1,1,0
231,232,0.1,0.1,1,0
232,233,0.1,0.1,1,0
233,234,0.1,0.1,1,0
234,235,0.1,0.1,1,0
235,236,0.1,0.1,1,0
236,237,0.1,0.1,1,0
237,238,0.1,0.1,1,0
238,239,0.1,0.1,1,0
239,240,0.1,0.1,1,0
